iter	Passed	Remaining
266	10027	102635
267	10063	102592
268	10102	102560
269	10141	102544
270	10185	102564
271	10222	102528
272	10261	102502
273	10301	102491
274	10338	102442
275	10379	102436
276	10420	102433
277	10459	102415
278	10499	102393
279	10544	102433
280	10585	102428
281	10628	102440
282	10668	102425
283	10707	102400
284	10751	102422
285	10789	102384
286	10827	102351
287	10858	102246
288	10901	102263
289	10953	102358
290	10989	102307
291	11029	102287
292	11067	102247
293	11097	102139
294	11128	102044
295	11172	102060
296	11202	101954
297	11246	101969
298	11291	101999
299	11329	101968
300	11367	101932
301	11412	101957
302	11451	101929
303	11493	101928
304	11531	101889
305	11570	101864
306	11609	101841
307	11646	101797
308	11689	101803
309	11718	101684
310	11761	101693
311	11800	101663
312	11840	101649
313	11870	101542
314	11912	101536
315	11951	101514
316	11992	101497
317	12033	101486
318	12070	101446
319	12108	101406
320	12146	101371
321	12185	101347
322	12235	101408
323	12272	101360
324	12308	101310
325	12345	101265
326	12385	101244
327	12427	101242
328	12474	101275
329	12511	101230
330	12548	101180
331	12585	101142
332	12624	101109
333	12666	101102
334	12703	101057
335	12739	101009
336	12777	100972
337	12809	100881
338	12848	100855
339	12880	100770
340	12922	100761
341	12961	100735
342	12997	100684
343	13041	100688
344	13079	100656
345	13120	100644
346	13163	100644
347	13197	100570
348	13238	100562
349	13282	100567
350	13311	100463
351	13352	100444
352	13393	100433
353	13436	100431
354	13464	100322
355	13504	100297
356	13542	100259
357	13582	100234
358	13622	100213
359	13664	100207
360	13702	100166
361	13740	100133
362	13777	100085
363	13819	100074
364	13868	100120
365	13897	100014
366	13937	99990
367	13978	99976
368	14008	99882
369	14063	99961
370	14100	99919
371	14139	99885
372	14176	99845
373	14215	99811
374	14266	99868
375	14303	99821
376	14341	99778
377	14379	99746
378	14421	99736
379	14464	99725
380	14502	99689
381	14540	99655
382	14580	99627
383	14619	99594
384	14657	99556
385	14697	99529
386	14734	99486
387	14771	99442
388	14814	99434
389	14852	99395
390	14892	99371
391	14931	99340
392	14968	99297
393	15005	99250
394	15041	99200
395	15081	99169
396	15121	99147
397	15165	99149
398	15202	99100
399	15241	99071
400	15280	99038
401	15321	99015
402	15362	98997
403	15413	99044
404	15449	98989
405	15486	98943
406	15524	98909
407	15564	98880
408	15605	98858
409	15649	98857
410	15689	98830
411	15727	98795
412	15766	98761
413	15805	98724
414	15840	98667
415	15883	98663
416	15919	98611
417	15965	98617
418	16004	98583
419	16041	98542
420	16079	98498
421	16118	98467
422	16154	98419
423	16191	98372
424	16229	98330
425	16267	98291
426	16304	98249
427	16344	98219
428	16386	98206
429	16416	98115
430	16459	98109
431	16502	98100
432	16543	98077
433	16593	98110
434	16630	98062
435	16668	98024
436	16706	97983
437	16744	97944
438	16793	97968
439	16828	97910
440	16867	97878
441	16908	97855
442	16947	97819
443	16998	97858
444	17036	97815
445	17073	97770
446	17100	97665
447	17141	97647
448	17190	97670
449	17227	97623
450	17263	97569
451	17301	97531
452	17338	97485
453	17378	97456
454	17421	97446
455	17459	97407
456	17496	97361
457	17528	97289
458	17572	97281
459	17615	97270
460	17655	97237
461	17693	97198
462	17731	97157
463	17767	97110
464	17816	97127
465	17854	97087
466	17893	97053
467	17934	97032
468	17974	97002
469	18018	96992
470	18056	96953
471	18095	96918
472	18134	96883
473	18174	96856
474	18226	96887
475	18263	96845
476	18300	96799
477	18338	96756
478	18378	96728
479	18430	96760
480	18469	96722
481	18511	96704
482	18551	96675
483	18592	96652
484	18638	96652
485	18667	96562
486	18709	96544
487	18748	96510
488	18780	96435
489	18820	96408
490	18868	96419
491	18907	96382
492	18945	96339
493	18984	96304
494	19022	96263
495	19072	96285
496	19109	96239
497	19147	96199
498	19187	96167
499	19224	96124
500	19274	96141
501	19313	96103
502	19351	96067
503	19392	96037
504	19433	96011
505	19485	96040
506	19521	95991
507	19563	95968
508	19592	95882
509	19635	95865
510	19687	95892
511	19723	95846
512	19760	95800
513	19799	95760
514	19839	95731
515	19892	95763
516	19928	95708
517	19966	95668
518	20005	95633
519	20033	95543
520	20076	95528
521	20122	95525
522	20160	95482
523	20199	95445
524	20238	95412
525	20280	95386
526	20326	95382
527	20367	95358
528	20409	95332
529	20446	95287
530	20485	95253
531	20530	95242
532	20580	95257
533	20610	95178
534	20652	95157
535	20692	95125
536	20737	95116
537	20775	95071
538	20814	95035
539	20854	95001
540	20885	94928
541	20940	94967
542	20978	94925
543	21014	94874
544	21052	94834
545	21091	94797
546	21143	94815
547	21179	94766
548	21217	94723
549	21254	94677
550	21282	94594
551	21323	94563
552	21367	94551
553	21406	94513
554	21444	94472
555	21483	94434
556	21512	94353
557	21552	94321
558	21593	94294
559	21633	94260
560	21674	94229
561	21714	94197
562	21755	94170
563	21794	94134
564	21832	94091
565	21871	94055
566	21910	94016
567	21952	93994
568	21992	93959
569	22032	93928
570	22072	93895
571	22113	93867
572	22155	93841
573	22192	93797
574	22231	93760
575	22261	93682
576	22303	93658
577	22348	93645
578	22387	93609
579	22424	93563
580	22460	93514
581	22497	93470
582	22543	93460
583	22584	93430
584	22624	93399
585	22664	93364
586	22703	93328
587	22746	93305
588	22783	93262
589	22823	93229
590	22864	93200
591	22907	93176
592	22958	93188
593	22996	93149
594	23027	93077
595	23069	93052
596	23110	93024
597	23160	93028
598	23196	92977
599	23231	92927
600	23272	92897
601	23315	92874
602	23367	92888
603	23407	92853
604	23435	92773
605	23478	92753
606	23519	92722
607	23570	92731
608	23607	92687
609	23648	92654
610	23688	92621
611	23728	92585
612	23776	92584
613	23814	92542
614	23852	92500
615	23893	92471
616	23936	92446
617	23975	92410
618	24016	92381
619	24056	92344
620	24103	92337
621	24141	92296
622	24179	92253
623	24220	92225
624	24259	92185
625	24310	92193
626	24346	92144
627	24385	92107
628	24427	92080
629	24470	92057
630	24521	92061
631	24560	92024
632	24604	92003
633	24644	91971
634	24686	91941
635	24729	91920
636	24770	91888
637	24811	91857
638	24853	91829
639	24895	91802
640	24946	91808
641	24987	91776
642	25030	91751
643	25072	91723
644	25112	91690
645	25155	91666
646	25194	91627
647	25235	91595
648	25272	91551
649	25312	91514
650	25356	91494
651	25395	91454
652	25435	91419
653	25476	91388
654	25517	91358
655	25564	91347
656	25606	91317
657	25647	91287
658	25688	91255
659	25719	91188
660	25768	91184
661	25807	91146
662	25849	91115
663	25887	91072
664	25925	91030
665	25958	90972
666	26000	90944
667	26042	90914
668	26083	90882
669	26126	90857
670	26163	90812
671	26201	90770
672	26240	90731
673	26282	90701
674	26325	90676
675	26364	90639
676	26403	90598
677	26443	90563
678	26483	90525
679	26525	90498
680	26564	90458
681	26604	90422
682	26643	90384
683	26685	90355
684	26726	90324
685	26766	90288
686	26807	90255
687	26836	90181
688	26889	90192
689	26928	90150
690	26968	90115
691	27009	90084
692	27050	90051
693	27094	90029
694	27132	89987
695	27174	89955
696	27214	89922
697	27254	89885
698	27297	89859
699	27337	89823
700	27376	89784
701	27417	89752
702	27456	89713
703	27499	89686
704	27537	89643
705	27576	89603
706	27617	89570
707	27659	89540
708	27690	89476
709	27731	89444
710	27772	89409
711	27811	89371
712	27855	89348
713	27892	89303
714	27930	89260
715	27961	89195
716	28008	89180
717	28046	89139
718	28085	89100
719	28125	89062
720	28164	89023
721	28208	89000
722	28247	88962
723	28289	88931
724	28329	88897
725	28370	88862
726	28411	88830
727	28449	88788
728	28490	88755
729	28531	88721
730	28570	88682
731	28617	88666
732	28660	88641
733	28700	88605
734	28740	88568
735	28781	88535
736	28828	88519
737	28868	88483
738	28910	88452
739	28950	88415
740	28990	88379
741	29035	88359
742	29077	88328
743	29119	88296
744	29149	88230
745	29190	88197
746	29241	88195
747	29272	88129
748	29300	88059
749	29334	88004
750	29384	87995
751	29437	87999
752	29472	87947
753	29511	87907
754	29547	87859
755	29586	87819
756	29635	87810
757	29672	87765
758	29703	87702
759	29745	87669
760	29786	87636
761	29839	87638
762	29867	87566
763	29907	87528
764	29947	87493
765	29989	87464
766	30041	87461
767	30078	87415
768	30116	87373
769	30150	87318
770	30191	87285
771	30243	87283
772	30281	87240
773	30318	87196
774	30356	87153
775	30393	87106
776	30442	87096
777	30480	87053
778	30521	87020
779	30564	86990
780	30608	86965
781	30656	86950
782	30698	86920
783	30730	86860
784	30771	86827
785	30813	86795
786	30859	86774
787	30902	86747
788	30944	86713
789	30985	86681
790	31026	86647
791	31071	86623
792	31110	86584
793	31153	86554
794	31193	86518
795	31232	86477
796	31273	86443
797	31313	86405
798	31351	86362
799	31391	86326
800	31430	86288
801	31492	86309
802	31527	86258
803	31564	86213
804	31603	86173
805	31643	86136
806	31695	86132
807	31735	86093
808	31774	86053
809	31806	85994
810	31850	85968
811	31901	85962
812	31940	85919
813	31978	85878
814	32016	85836
815	32055	85796
816	32104	85782
817	32145	85748
818	32184	85707
819	32224	85669
820	32263	85629
821	32305	85596
822	32345	85559
823	32386	85525
824	32427	85490
825	32467	85453
826	32512	85428
827	32551	85388
828	32591	85351
829	32629	85307
830	32668	85269
831	32723	85270
832	32750	85198
833	32792	85165
834	32834	85134
835	32876	85100
836	32918	85069
837	32960	85035
838	32999	84995
839	33036	84950
840	33075	84909
841	33119	84883
842	33160	84847
843	33199	84809
844	33240	84772
845	33280	84734
846	33326	84711
847	33366	84674
848	33406	84637
849	33446	84599
850	33484	84557
851	33529	84531
852	33568	84492
853	33608	84452
854	33648	84416
855	33688	84378
856	33732	84351
857	33775	84320
858	33814	84280
859	33855	84244
860	33894	84205
861	33938	84176
862	33978	84138
863	34015	84093
864	34054	84054
865	34094	84016
866	34137	83984
867	34187	83971
868	34218	83912
869	34263	83885
870	34303	83849
871	34357	83843
872	34393	83798
873	34431	83754
874	34470	83715
875	34510	83675
876	34559	83660
877	34596	83614
878	34638	83581
879	34681	83550
880	34713	83492
881	34756	83464
882	34802	83438
883	34836	83385
884	34879	83356
885	34923	83327
886	34962	83287
887	35003	83251
888	35044	83215
889	35096	83205
890	35137	83170
891	35183	83145
892	35235	83136
893	35283	83116
894	35321	83074
895	35361	83036
896	35401	82997
897	35441	82958
898	35484	82929
899	35526	82894
900	35568	82862
901	35604	82813
902	35649	82787
903	35681	82729
904	35720	82690
905	35760	82651
906	35803	82620
907	35852	82602
908	35893	82566
909	35923	82506
910	35965	82472
911	36006	82436
912	36050	82407
913	36087	82361
914	36125	82319
915	36166	82282
916	36206	82245
917	36263	82244
918	36301	82202
919	36342	82164
920	36383	82130
921	36422	82089
922	36466	82060
923	36496	81997
924	36528	81941
925	36573	81914
926	36617	81885
927	36662	81857
928	36700	81815
929	36741	81779
930	36785	81749
931	36826	81712
932	36870	81684
933	36910	81645
934	36949	81604
935	36989	81567
936	37021	81510
937	37067	81485
938	37106	81445
939	37147	81407
940	37187	81369
941	37228	81332
942	37271	81302
943	37311	81262
944	37352	81225
945	37390	81184
946	37430	81144
947	37473	81114
948	37512	81072
949	37552	81033
950	37593	80997
951	37625	80941
952	37680	80935
953	37718	80894
954	37757	80853
955	37800	80819
956	37841	80783
957	37884	80750
958	37914	80691
959	37954	80653
960	37998	80623
961	38029	80565
962	38074	80538
963	38115	80501
964	38155	80462
965	38194	80422
966	38233	80382
967	38278	80353
968	38320	80319
969	38362	80283
970	38392	80224
971	38434	80190
972	38481	80167
973	38522	80130
974	38563	80094
975	38603	80054
976	38642	80014
977	38685	79982
978	38726	79945
979	38765	79904
980	38807	79869
981	38846	79830
982	38893	79805
983	38933	79765
984	38973	79728
985	39012	79686
986	39051	79645
987	39101	79628
988	39140	79586
989	39179	79546
990	39220	79509
991	39262	79474
992	39300	79431
993	39341	79395
994	39381	79357
995	39421	79318
996	39466	79289
997	39507	79251
998	39547	79213
999	39587	79175
1000	39628	79138
1001	39675	79113
1002	39716	79077
1003	39758	79041
1004	39800	79006
1005	39840	78967
1006	39881	78931
1007	39920	78889
1008	39964	78859
1009	40003	78817
1010	40041	78776
1011	40090	78755
1012	40126	78708
1013	40164	78664
1014	40203	78625
1015	40242	78584
1016	40297	78574
1017	40337	78534
1018	40379	78499
1019	40420	78462
1020	40461	78426
1021	40507	78398
1022	40550	78365
1023	40592	78330
1024	40633	78294
1025	40664	78236
1026	40709	78209
1027	40752	78175
1028	40792	78136
1029	40835	78102
1030	40874	78062
1031	40919	78033
1032	40959	77992
1033	40988	77932
1034	41031	77899
1035	41072	77863
1036	41115	77830
1037	41154	77789
1038	41192	77746
1039	41223	77690
1040	41265	77655
1041	41318	77640
1042	41345	77577
1043	41385	77537
1044	41424	77498
1045	41466	77461
1046	41516	77442
1047	41553	77396
1048	41591	77355
1049	41629	77311
1050	41669	77273
1051	41720	77253
1052	41757	77210
1053	41795	77166
1054	41840	77137
1055	41886	77108
1056	41936	77088
1057	41983	77061
1058	42025	77027
1059	42062	76982
1060	42110	76957
1061	42168	76950
1062	42206	76909
1063	42257	76889
1064	42314	76881
1065	42369	76868
1066	42421	76852
1067	42470	76828
1068	42519	76806
1069	42562	76771
1070	42605	76737
1071	42639	76688
1072	42686	76660
1073	42743	76652
1074	42786	76617
1075	42830	76586
1076	42878	76560
1077	42934	76548
1078	42979	76518
1079	43017	76474
1080	43070	76459
1081	43128	76452
1082	43172	76419
1083	43215	76384
1084	43259	76352
1085	43316	76343
1086	43359	76308
1087	43404	76277
1088	43451	76250
1089	43494	76214
1090	43550	76203
1091	43594	76169
1092	43629	76122
1093	43675	76093
1094	43718	76059
1095	43766	76032
1096	43810	75999
1097	43854	75965
1098	43897	75931
1099	43954	75921
1100	44001	75892
1101	44054	75876
1102	44099	75845
1103	44156	75833
1104	44199	75799
1105	44243	75766
1106	44289	75736
1107	44343	75720
1108	44387	75687
1109	44429	75649
1110	44474	75619
1111	44531	75606
1112	44573	75571
1113	44615	75533
1114	44659	75501
1115	44705	75470
1116	44740	75422
1117	44774	75371
1118	44828	75355
1119	44880	75334
1120	44923	75299
1121	44965	75262
1122	44998	75211
1123	45042	75177
1124	45099	75165
1125	45142	75129
1126	45184	75093
1127	45230	75062
1128	45288	75053
1129	45336	75026
1130	45383	74997
1131	45427	74962
1132	45484	74950
1133	45530	74919
1134	45579	74894
1135	45622	74858
1136	45677	74843
1137	45723	74812
1138	45765	74776
1139	45809	74742
1140	45865	74727
1141	45908	74691
1142	45943	74643
1143	45995	74621
1144	46049	74604
1145	46090	74564
1146	46133	74529
1147	46177	74494
1148	46224	74466
1149	46273	74440
1150	46318	74406
1151	46367	74380
1152	46410	74345
1153	46458	74317
1154	46502	74283
1155	46548	74251
1156	46593	74219
1157	46625	74166
1158	46671	74134
1159	46713	74097
1160	46764	74073
1161	46809	74041
1162	46855	74009
1163	46894	73967
1164	46955	73959
1165	46999	73925
1166	47041	73887
1167	47074	73835
1168	47117	73800
1169	47173	73783
1170	47216	73748
1171	47260	73713
1172	47304	73678
1173	47362	73665
1174	47397	73617
1175	47442	73583
1176	47488	73552
1177	47541	73532
1178	47583	73493
1179	47624	73453
1180	47666	73416
1181	47708	73379
1182	47742	73328
1183	47786	73294
1184	47833	73264
1185	47882	73237
1186	47915	73184
1187	47961	73153
1188	48006	73119
1189	48052	73088
1190	48095	73052
1191	48139	73016
1192	48181	72978
1193	48226	72945
1194	48275	72918
1195	48320	72884
1196	48368	72855
1197	48421	72833
1198	48461	72793
1199	48513	72770
1200	48565	72747
1201	48621	72729
1202	48669	72700
1203	48724	72682
1204	48766	72643
1205	48826	72632
1206	48868	72593
1207	48909	72554
1208	48955	72522
1209	49011	72504
1210	49054	72467
1211	49097	72430
1212	49138	72390
1213	49183	72357
1214	49231	72327
1215	49275	72291
1216	49309	72242
1217	49353	72207
1218	49400	72175
1219	49449	72148
1220	49492	72110
1221	49536	72075
1222	49580	72039
1223	49627	72008
1224	49669	71970
1225	49714	71935
1226	49755	71896
1227	49790	71847
1228	49848	71832
1229	49890	71793
1230	49931	71754
1231	49978	71722
1232	50034	71704
1233	50076	71665
1234	50118	71627
1235	50163	71592
1236	50219	71573
1237	50260	71533
1238	50304	71497
1239	50352	71467
1240	50406	71446
1241	50449	71409
1242	50495	71376
1243	50546	71350
1244	50597	71324
1245	50630	71273
1246	50683	71250
1247	50728	71215
1248	50781	71192
1249	50825	71156
1250	50860	71107
1251	50905	71072
1252	50939	71022
1253	51004	71015
1254	51044	70974
1255	51077	70922
1256	51152	70929
1257	51201	70900
1258	51240	70858
1259	51285	70822
1260	51331	70789
1261	51390	70774
1262	51435	70739
1263	51476	70699
1264	51522	70665
1265	51587	70657
1266	51627	70615
1267	51672	70581
1268	51718	70547
1269	51766	70516
1270	51812	70482
1271	51843	70428
1272	51889	70395
1273	51937	70364
1274	51974	70317
1275	52016	70279
1276	52060	70242
1277	52111	70215
1278	52158	70183
1279	52201	70146
1280	52238	70099
1281	52292	70076
1282	52323	70022
1283	52367	69986
1284	52407	69944
1285	52437	69888
1286	52481	69852
1287	52517	69805
1288	52556	69762
1289	52594	69718
1290	52634	69677
1291	52685	69648
1292	52722	69603
1293	52752	69547
1294	52796	69511
1295	52839	69474
1296	52897	69456
1297	52940	69418
1298	52984	69381
1299	53025	69341
1300	53068	69302
1301	53127	69286
1302	53166	69242
1303	53212	69208
1304	53259	69176
1305	53307	69144
1306	53347	69102
1307	53388	69061
1308	53427	69018
1309	53466	68976
1310	53510	68939
1311	53540	68884
1312	53582	68844
1313	53622	68802
1314	53661	68760
1315	53704	68721
1316	53732	68665
1317	53776	68628
1318	53817	68587
1319	53860	68549
1320	53910	68520
1321	53948	68476
1322	53986	68431
1323	54025	68388
1324	54065	68346
1325	54116	68318
1326	54155	68275
1327	54193	68231
1328	54231	68187
1329	54272	68146
1330	54325	68121
1331	54364	68078
1332	54402	68033
1333	54442	67991
1334	54482	67950
1335	54522	67908
1336	54562	67866
1337	54599	67821
1338	54642	67782
1339	54685	67745
1340	54724	67701
1341	54764	67660
1342	54805	67618
1343	54844	67575
1344	54886	67536
1345	54923	67491
1346	54963	67449
1347	55005	67410
1348	55047	67370
1349	55099	67343
1350	55136	67298
1351	55174	67254
1352	55211	67209
1353	55252	67167
1354	55292	67126
1355	55333	67085
1356	55376	67047
1357	55417	67006
1358	55468	66978
1359	55498	66924
1360	55543	66888
1361	55584	66848
1362	55630	66814
1363	55671	66773
1364	55702	66721
1365	55750	66688
1366	55791	66647
1367	55835	66611
1368	55874	66568
1369	55911	66522
1370	55939	66466
1371	55981	66427
1372	56027	66392
1373	56067	66350
1374	56106	66307
1375	56136	66253
1376	56179	66216
1377	56232	66189
1378	56275	66151
1379	56316	66110
1380	56355	66068
1381	56393	66023
1382	56444	65995
1383	56473	65940
1384	56515	65901
1385	56555	65859
1386	56595	65817
1387	56640	65780
1388	56680	65739
1389	56721	65699
1390	56752	65646
1391	56797	65610
1392	56841	65573
1393	56882	65532
1394	56921	65490
1395	56961	65448
1396	56999	65405
1397	57052	65378
1398	57091	65334
1399	57127	65288
1400	57165	65244
1401	57207	65204
1402	57259	65177
1403	57298	65134
1404	57335	65089
1405	57377	65049
1406	57418	65009
1407	57458	64967
1408	57499	64927
1409	57539	64884
1410	57578	64841
1411	57621	64803
1412	57660	64760
1413	57699	64718
1414	57744	64681
1415	57795	64653
1416	57843	64619
1417	57979	64684
1418	58023	64648
1419	58063	64606
1420	58105	64566
1421	58136	64514
1422	58179	64476
1423	58224	64439
1424	58263	64396
1425	58303	64354
1426	58332	64300
1427	58376	64262
1428	58422	64228
1429	58464	64187
1430	58502	64144
1431	58541	64101
1432	58581	64059
1433	58626	64022
1434	58663	63978
1435	58702	63935
1436	58742	63893
1437	58781	63850
1438	58827	63814
1439	58865	63771
1440	58905	63729
1441	58947	63689
1442	58986	63646
1443	59030	63609
1444	59062	63558
1445	59105	63519
1446	59146	63478
1447	59190	63441
1448	59240	63410
1449	59285	63373
1450	59324	63331
1451	59364	63289
1452	59394	63237
1453	59454	63216
1454	59494	63174
1455	59533	63131
1456	59574	63090
1457	59605	63039
1458	59659	63012
1459	59697	62968
1460	59735	62924
1461	59776	62883
1462	59807	62832
1463	59862	62806
1464	59902	62764
1465	59942	62722
1466	59981	62679
1467	60020	62637
1468	60063	62598
1469	60101	62555
1470	60140	62511
1471	60179	62468
1472	60217	62425
1473	60262	62388
1474	60304	62348
1475	60344	62306
1476	60386	62267
1477	60427	62226
1478	60471	62188
1479	60513	62148
1480	60554	62108
1481	60594	62066
1482	60626	62016
1483	60673	61981
1484	60712	61938
1485	60751	61895
1486	60790	61853
1487	60819	61800
1488	60872	61772
1489	60911	61729
1490	60950	61686
1491	60989	61643
1492	61028	61600
1493	61078	61568
1494	61119	61528
1495	61159	61486
1496	61201	61446
1497	61243	61406
1498	61282	61364
1499	61327	61327
1500	61364	61282
1501	61408	61244
1502	61449	61203
1503	61490	61163
1504	61520	61111
1505	61567	61077
1506	61608	61035
1507	61647	60993
1508	61686	60950
1509	61730	60912
1510	61769	60869
1511	61807	60826
1512	61846	60784
1513	61878	60733
1514	61914	60688
1515	61958	60650
1516	62000	60611
1517	62043	60571
1518	62082	60528
1519	62120	60485
1520	62159	60442
1521	62189	60391
1522	62244	60364
1523	62275	60313
1524	62316	60273
1525	62358	60233
1526	62398	60192
1527	62441	60153
1528	62480	60110
1529	62520	60069
1530	62559	60025
1531	62598	59983
1532	62642	59945
1533	62682	59904
1534	62722	59862
1535	62764	59822
1536	62805	59781
1537	62849	59743
1538	62887	59699
1539	62926	59657
1540	62964	59614
1541	62993	59561
1542	63038	59525
1543	63078	59483
1544	63120	59443
1545	63162	59403
1546	63202	59361
1547	63246	59323
1548	63286	59282
1549	63316	59231
1550	63359	59192
1551	63400	59152
1552	63445	59115
1553	63474	59063
1554	63515	59022
1555	63554	58980
1556	63594	58938
1557	63638	58900
1558	63677	58857
1559	63715	58814
1560	63755	58772
1561	63796	58731
1562	63845	58698
1563	63882	58654
1564	63919	58609
1565	63959	58567
1566	63990	58518
1567	64040	58485
1568	64079	58443
1569	64118	58401
1570	64157	58358
1571	64200	58319
1572	64241	58279
1573	64272	58229
1574	64318	58193
1575	64364	58156
1576	64394	58105
1577	64437	58066
1578	64476	58024
1579	64516	57982
1580	64554	57939
1581	64599	57902
1582	64636	57858
1583	64676	57816
1584	64716	57775
1585	64757	57734
1586	64805	57699
1587	64847	57660
1588	64890	57621
1589	64930	57579
1590	64971	57538
1591	65015	57500
1592	65053	57458
1593	65094	57417
1594	65133	57375
1595	65175	57335
1596	65219	57296
1597	65258	57254
1598	65297	57211
1599	65337	57170
1600	65379	57130
1601	65432	57100
1602	65473	57059
1603	65516	57020
1604	65559	56981
1605	65599	56939
1606	65645	56903
1607	65683	56860
1608	65721	56817
1609	65762	56776
1610	65791	56725
1611	65842	56693
1612	65884	56653
1613	65925	56612
1614	65964	56569
1615	66003	56527
1616	66046	56488
1617	66084	56445
1618	66113	56394
1619	66144	56345
1620	66214	56329
1621	66265	56297
1622	66305	56255
1623	66362	56227
1624	66393	56178
1625	66435	56138
1626	66481	56102
1627	66525	56064
1628	66566	56023
1629	66608	55983
1630	66649	55942
1631	66693	55905
1632	66733	55863
1633	66772	55820
1634	66812	55778
1635	66853	55738
1636	66906	55707
1637	66944	55664
1638	66983	55622
1639	67023	55580
1640	67064	55539
1641	67114	55506
1642	67152	55463
1643	67193	55422
1644	67236	55383
1645	67276	55341
1646	67322	55305
1647	67361	55262
1648	67401	55221
1649	67430	55170
