iter	MAE
187	0.2540362843
188	0.2539068972
189	0.253713669
190	0.2535299217
191	0.2534123315
192	0.2532112789
193	0.2530668415
194	0.2529044562
195	0.252743656
196	0.2526149028
197	0.252402555
198	0.2522818129
199	0.252099175
200	0.2519624301
201	0.2517978495
202	0.2516466802
203	0.2515896279
204	0.2514271962
205	0.2512944624
206	0.2511596734
207	0.2510532601
208	0.2509676533
209	0.2508747084
210	0.2507783172
211	0.2506555157
212	0.2504953517
213	0.2503391379
214	0.2502303183
215	0.2501020453
216	0.249951651
217	0.2498575357
218	0.2497264542
219	0.2495688014
220	0.249391092
221	0.2492854182
222	0.2491955637
223	0.2490422365
224	0.2489142865
225	0.2488187295
226	0.2487060492
227	0.2486106847
228	0.2485565864
229	0.2484921699
230	0.2483992294
231	0.2482673449
232	0.2481708132
233	0.2480219357
234	0.2478816783
235	0.2477153487
236	0.247670447
237	0.2476158369
238	0.2474983032
239	0.247355594
240	0.2472497427
241	0.2471202418
242	0.2470364427
243	0.2469285558
244	0.2468254754
245	0.2466387419
246	0.2465486999
247	0.24644
248	0.2462892819
249	0.2461618353
250	0.2460462426
251	0.2459638242
252	0.2458436601
253	0.2457367414
254	0.2456458321
255	0.2455539018
256	0.2454955194
257	0.2453149855
258	0.2452276244
259	0.2451492083
260	0.2450627546
261	0.2449771122
262	0.2448557293
263	0.2447836596
264	0.2446708851
265	0.2445551735
266	0.2445092031
267	0.2444408628
268	0.2443655737
269	0.2442834504
270	0.2442282821
271	0.244096049
272	0.2440438077
273	0.2439498024
274	0.2438803496
275	0.2437676754
276	0.2436713373
277	0.2435898793
278	0.2435490417
279	0.2434501873
280	0.2434135715
281	0.2433129114
282	0.2432111977
283	0.2431295737
284	0.243021347
285	0.2429567618
286	0.2428838201
287	0.2427675129
288	0.2426994539
289	0.2425927225
290	0.2425035528
291	0.2424342082
292	0.2423533758
293	0.2422377481
294	0.242183067
295	0.2421061833
296	0.2420374456
297	0.2419220607
298	0.24182671
299	0.2417574298
300	0.2417250454
301	0.2416647232
302	0.2416030858
303	0.2415267151
304	0.2414338273
305	0.2413176739
306	0.2412398063
307	0.2411555915
308	0.241084332
309	0.2409798469
310	0.2408565493
311	0.2407575112
312	0.2407236653
313	0.2406762703
314	0.2406100795
315	0.2405706981
316	0.2405346183
317	0.2404749162
318	0.2403449082
319	0.2402802626
320	0.2402078852
321	0.2401744288
322	0.2400648888
323	0.2400052375
324	0.2399272742
325	0.2398892098
326	0.2398126851
327	0.2397569389
328	0.2397291809
329	0.2396926077
330	0.2395853378
331	0.2395093052
332	0.2394405098
333	0.2393863142
334	0.2392837471
335	0.2391686188
336	0.2390836372
337	0.2389811897
338	0.2389394782
339	0.2388654849
340	0.2388311478
341	0.2387981381
342	0.2387183916
343	0.2386691053
344	0.2386021952
345	0.2385054408
346	0.2383828476
347	0.2383011695
348	0.2382599641
349	0.2381953687
350	0.2381639824
351	0.2380827094
352	0.2380450115
353	0.238000669
354	0.2379394798
355	0.2378654228
356	0.2378174581
357	0.2377899329
358	0.2376249183
359	0.2375181735
360	0.2374260259
361	0.2373330842
362	0.2372295388
363	0.2371987976
364	0.2371547072
365	0.2371111343
366	0.2370318354
367	0.2369838135
368	0.2369536168
369	0.2369000026
370	0.2368445916
371	0.2367981266
372	0.2367289619
373	0.2366645668
374	0.2365814286
375	0.2365020584
376	0.236455978
377	0.2363893273
378	0.2363492739
379	0.236203667
380	0.2361683754
381	0.2361381185
382	0.2360448779
383	0.235992395
384	0.2359656993
385	0.2359361511
386	0.2359046401
387	0.2358614345
388	0.2357788422
389	0.235723655
390	0.2356597558
391	0.2355922344
392	0.235540505
393	0.2354722921
394	0.2354053479
395	0.2353390038
396	0.235225998
397	0.2351359782
398	0.2350511043
399	0.2349548392
400	0.2348582776
401	0.2348296416
402	0.2347546788
403	0.2346890157
404	0.2346475442
405	0.2345731743
406	0.2345446309
407	0.2344453742
408	0.2343815628
409	0.2342615358
410	0.2341920728
411	0.2340980677
412	0.234072838
413	0.2340464873
414	0.2340165398
415	0.2339759169
416	0.2339054776
417	0.2337892257
418	0.2337331525
419	0.233649886
420	0.2335921122
421	0.2334787429
422	0.2334376498
423	0.2333713528
424	0.2333124445
425	0.2332168625
426	0.2331337556
427	0.2330503001
428	0.23300381
429	0.2329686075
430	0.2328812028
431	0.2328413722
432	0.2328074312
433	0.2327263083
434	0.2326722445
435	0.2326025951
436	0.232551606
437	0.2325075643
438	0.2324371679
439	0.2323732669
440	0.2322770343
441	0.2322443503
442	0.2322179867
443	0.2321570984
444	0.2321298066
445	0.2320737086
446	0.2320121733
447	0.2319109154
448	0.231857807
449	0.2318175252
450	0.2317640682
451	0.2317136388
452	0.2316794454
453	0.2316312672
454	0.2315797259
455	0.231523294
456	0.2314700257
457	0.2313656953
458	0.2313239957
459	0.23125052
460	0.2312077219
461	0.2311670869
462	0.2311273093
463	0.2310886289
464	0.2310008286
465	0.2309382765
466	0.2309103086
467	0.2308164001
468	0.23076729
469	0.2307297385
470	0.230621376
471	0.2305808313
472	0.230542717
473	0.2304956485
474	0.2304467988
475	0.2303511087
476	0.2302975308
477	0.2302729798
478	0.2301762617
479	0.2301513295
480	0.2301099432
481	0.2300010567
482	0.2299562666
483	0.2298533586
484	0.2298082907
485	0.229758832
486	0.2296719947
487	0.2296166369
488	0.2295319622
489	0.22949637
490	0.229458293
491	0.2294215924
492	0.2293654241
493	0.2292677589
494	0.2292407851
495	0.229199861
496	0.2291474013
497	0.229118325
498	0.2290630855
499	0.2290234118
500	0.2289760511
501	0.2289347833
502	0.2288790958
503	0.2288360344
504	0.2287948127
505	0.2287212136
506	0.2286777931
507	0.2286536208
508	0.2286129975
509	0.2285545507
510	0.2285265479
511	0.2284936877
512	0.2284527142
513	0.22838014
514	0.2283317984
515	0.2282813144
516	0.2282275471
517	0.2281792065
518	0.2281340115
519	0.2280971715
520	0.2280283167
521	0.2279785764
522	0.2279184181
523	0.2278924193
524	0.2278380756
525	0.227801763
526	0.2277613695
527	0.227665365
528	0.2275931751
529	0.2275374749
530	0.2275015105
531	0.2274607207
532	0.2274300624
533	0.2273854978
534	0.2273482311
535	0.2273032232
536	0.2272771157
537	0.227234218
538	0.2271982884
539	0.2271583422
540	0.227132199
541	0.22708701
542	0.227028851
543	0.2269862176
544	0.2269398274
545	0.226897393
546	0.2268604172
547	0.2267955645
548	0.2267638911
549	0.2267237707
550	0.2266804083
551	0.2266582816
552	0.2266135544
553	0.2265907684
554	0.226533622
555	0.2264721216
556	0.226440186
557	0.2264033146
558	0.226364993
559	0.2263032182
560	0.2262632093
561	0.2262227888
562	0.2261969914
563	0.2261671308
564	0.2261315558
565	0.2260976955
566	0.2260648263
567	0.225996773
568	0.2259626913
569	0.2258536129
570	0.225817789
571	0.2257902021
572	0.2257388759
573	0.2256915548
574	0.2256465921
575	0.2256072776
576	0.2255716848
577	0.2255247343
578	0.2254946085
579	0.2254703325
580	0.2254397084
581	0.225409472
582	0.2253586475
583	0.2253119429
584	0.2252701596
585	0.2252271051
586	0.225202933
587	0.2251725759
588	0.2251011131
589	0.2250567966
590	0.2250174425
591	0.2249778809
592	0.2249349943
593	0.224904791
594	0.2248615565
595	0.2248224298
596	0.2247872438
597	0.2247534193
598	0.2247235717
599	0.2246784178
600	0.2246379347
601	0.2245668411
602	0.22451395
603	0.2244517954
604	0.2244171479
605	0.224373701
606	0.2243286922
607	0.2242936798
608	0.2242560056
609	0.2242325655
610	0.2241943044
611	0.2241244475
612	0.2240858978
613	0.2240436223
614	0.2240099766
615	0.2239693439
616	0.2239340744
617	0.2239104859
618	0.2238104901
619	0.2237728986
620	0.2237331201
621	0.2236929119
622	0.2236576933
623	0.2236295636
624	0.223608004
625	0.2235713279
626	0.2235340554
627	0.2234595156
628	0.2234183596
629	0.223379153
630	0.2233586639
631	0.2233136256
632	0.2232685843
633	0.2232230794
634	0.2231910199
635	0.2231463235
636	0.2231232965
637	0.2230831453
638	0.2230509483
639	0.2230044595
640	0.2229500415
641	0.2229171661
642	0.2228682744
643	0.2228373654
644	0.2228047836
645	0.2227629863
646	0.2227275427
647	0.2226469186
648	0.2225937899
649	0.2225742994
650	0.2225355722
651	0.2225121605
652	0.2224787746
653	0.2224400888
654	0.2224049888
655	0.2223646779
656	0.2223278064
657	0.2222884354
658	0.222256548
659	0.2222213806
660	0.2221659098
661	0.2221202284
662	0.2220790266
663	0.2220509393
664	0.2220158389
665	0.2219856676
666	0.2219598833
667	0.2219171839
668	0.2218886991
669	0.2218506143
670	0.2218146832
671	0.2217751391
672	0.2217331696
673	0.2216909148
674	0.2216532095
675	0.2216203111
676	0.2215876162
677	0.2215631916
678	0.2215256983
679	0.2214855369
680	0.221449587
681	0.2214147814
682	0.2213853249
683	0.2213408175
684	0.2212691671
685	0.2212383749
686	0.2211985066
687	0.2211592837
688	0.2211229078
689	0.2210947294
690	0.2210508004
691	0.2210311924
692	0.2210084339
693	0.2209877149
694	0.2209525707
695	0.2209163124
696	0.2208611354
697	0.2208266923
698	0.2207847145
699	0.2207492143
700	0.2207307697
701	0.2207151137
702	0.220686374
703	0.2206573818
704	0.220624841
705	0.220587775
706	0.2205500759
707	0.2205002998
708	0.2204615303
709	0.2204223535
710	0.2203977133
711	0.2203579218
712	0.2203095046
713	0.2202718246
714	0.2202387483
715	0.2202061054
716	0.2201592269
717	0.2201105609
718	0.2200849107
719	0.2200389817
720	0.2200078181
721	0.2199759114
722	0.2199425353
723	0.2199077546
724	0.2198666018
725	0.2198354065
726	0.2198076837
727	0.2197761894
728	0.2197353796
729	0.2196851229
730	0.2196669702
731	0.2196271719
732	0.2195945361
733	0.2195658099
734	0.219531039
735	0.2194962257
736	0.2194591948
737	0.2194231897
738	0.2193856821
739	0.2193539074
740	0.2193125984
741	0.2192844305
742	0.2192592938
743	0.2192131301
744	0.2191806422
745	0.2191478289
746	0.2191064481
747	0.2190691905
748	0.2190429801
749	0.2190017019
750	0.2189815424
751	0.2189494221
752	0.2189186695
753	0.2188962851
754	0.2188751192
755	0.2188402075
756	0.2188088775
757	0.2187721621
758	0.21873614
759	0.2187054394
760	0.2186701659
761	0.2186416164
762	0.2185896625
763	0.2185590676
764	0.2185231111
765	0.2184883463
766	0.2184547303
767	0.2184173162
768	0.2183958362
769	0.2183656005
770	0.2183276302
771	0.2182909624
772	0.2182757659
773	0.2182515912
774	0.2182249339
775	0.2182024516
776	0.2181705941
777	0.2181435715
778	0.2181068094
779	0.2180829447
780	0.2180501801
781	0.218013084
782	0.2179780717
783	0.2179169786
784	0.2178848584
785	0.2178416504
786	0.217807819
787	0.2177787252
788	0.2177376299
789	0.2176802101
790	0.2176406597
791	0.2176081161
792	0.2175648636
793	0.2175280437
794	0.2174784189
795	0.2174511491
796	0.2174258912
797	0.2173894727
798	0.2173338524
799	0.2172876738
800	0.2172596518
801	0.2172246694
802	0.2171918201
803	0.2171566658
804	0.2171219472
805	0.2170782952
806	0.2170425427
807	0.2169877195
808	0.2169542024
809	0.2169196982
810	0.2168883128
811	0.2168548633
812	0.2168200774
813	0.2167775116
814	0.2167503417
815	0.2167196897
816	0.2167038002
817	0.2166751901
818	0.2166359495
819	0.2165959766
820	0.216565362
821	0.2165364806
822	0.2165034395
823	0.2164719341
824	0.21644212
825	0.2164218518
826	0.2163955911
827	0.216361384
828	0.21634521
829	0.2163182957
830	0.2162740378
831	0.2162382447
832	0.2162121059
833	0.2161820417
834	0.2161592849
835	0.2161247276
836	0.2160926676
837	0.2160565723
838	0.2160191257
839	0.2159864185
840	0.2159655085
841	0.2159140662
842	0.2158829843
843	0.2158529283
844	0.2158152402
845	0.2157944958
846	0.2157606382
847	0.2157136309
848	0.215680586
849	0.215648581
850	0.2156162845
851	0.215584853
852	0.2155549039
853	0.215523495
854	0.2154970295
855	0.2154669054
856	0.2154239928
857	0.2153931722
858	0.2153579667
859	0.2153316648
860	0.2153015178
861	0.2152690927
862	0.2152390397
863	0.2152120423
864	0.2151890761
865	0.2151568694
866	0.2151196061
867	0.2150770791
868	0.2150567655
869	0.2150262278
870	0.2150001852
871	0.2149651636
872	0.2149311546
873	0.2148996023
874	0.2148801046
875	0.2148635137
876	0.2148349153
877	0.2148025696
878	0.2147754825
879	0.2147482705
880	0.2147146385
881	0.2146979642
882	0.2146683205
883	0.2146414038
884	0.2146184332
885	0.214595228
886	0.214539149
887	0.2145027837
888	0.2144810355
889	0.2144529935
890	0.2144289627
891	0.2143935093
892	0.2143616953
893	0.2143415817
894	0.2143180585
895	0.2142855885
896	0.2142503698
897	0.2142267717
898	0.2142070668
899	0.2141793985
900	0.2141490851
901	0.2141327241
902	0.2140684766
903	0.2140497905
904	0.2140291323
905	0.213997255
906	0.2139696189
907	0.2139406924
908	0.2139088318
909	0.2138861672
910	0.2138652543
911	0.2138383838
912	0.2138105521
913	0.2137832434
914	0.2137540227
915	0.2137128529
916	0.2136868313
917	0.2136550631
918	0.2136224451
919	0.213589112
920	0.2135533182
921	0.213508853
922	0.213486334
923	0.2134675256
924	0.213439033
925	0.2134108842
926	0.2133786929
927	0.2133541003
928	0.2133132616
929	0.2132990936
930	0.213253454
931	0.2132232718
932	0.2131906916
933	0.2131467035
934	0.2131168106
935	0.2130905661
936	0.213037404
937	0.2130060243
938	0.2129776143
939	0.2129511967
940	0.2129159606
941	0.2128817209
942	0.2128502848
943	0.2128220182
944	0.2127959802
945	0.2127761284
946	0.2127435067
947	0.2127110582
948	0.2126821508
949	0.2126536874
950	0.2126226215
951	0.2125946529
952	0.2125566525
953	0.2125257622
954	0.2124953267
955	0.2124552205
956	0.2124212698
957	0.2123920465
958	0.2123687907
959	0.2123488775
960	0.2123154632
961	0.2122832257
962	0.2122608446
963	0.212235817
964	0.2122120223
965	0.2121789634
966	0.2121482786
967	0.2121204712
968	0.2120899601
969	0.2120585694
970	0.2120316415
971	0.2119982519
972	0.2119686626
973	0.2119390128
974	0.2119101259
975	0.2118862244
976	0.2118596996
977	0.2118331393
978	0.2118005373
979	0.2117700044
980	0.2117442996
981	0.2117165021
982	0.2116878675
983	0.2116624439
984	0.2116328419
985	0.2115984678
986	0.2115707308
987	0.2115449271
988	0.2115137618
989	0.211484413
990	0.2114520269
991	0.2114212807
992	0.2113921085
993	0.2113627967
994	0.2113295707
995	0.2112992706
996	0.2112684604
997	0.2112334869
998	0.2112057823
999	0.2111768531
1000	0.211148218
1001	0.2111157714
1002	0.2110991069
1003	0.2110728306
1004	0.2110466447
1005	0.2110165787
1006	0.2110003573
1007	0.2109728457
1008	0.2109463001
1009	0.2109108646
1010	0.2108798287
1011	0.2108566758
1012	0.2108262121
1013	0.2107986557
1014	0.2107618268
1015	0.210741183
1016	0.210713607
1017	0.2106880694
1018	0.2106683376
1019	0.2106425201
1020	0.2106113835
1021	0.210586576
1022	0.2105611738
1023	0.2105354088
1024	0.2104834811
1025	0.2104602737
1026	0.2104210932
1027	0.2103987039
1028	0.2103756013
1029	0.2103580399
1030	0.210327089
1031	0.2103034343
1032	0.2102789614
1033	0.2102488745
1034	0.2102190009
1035	0.2101937068
1036	0.2101744818
1037	0.2101433118
1038	0.2101117979
1039	0.2100822928
1040	0.2100567171
1041	0.2100256697
1042	0.2099958794
1043	0.209969024
1044	0.2099380576
1045	0.2099048582
1046	0.2098788222
1047	0.2098535294
1048	0.2098299408
1049	0.2098164826
1050	0.2097898274
1051	0.2097601127
1052	0.2097307944
1053	0.209705334
1054	0.2096774818
1055	0.2096473952
1056	0.2096167334
1057	0.2095878326
1058	0.2095641172
1059	0.2095307136
1060	0.2094974251
1061	0.2094728555
1062	0.2094489858
1063	0.2094234789
1064	0.2094001549
1065	0.2093609404
1066	0.2093283974
1067	0.2092999189
1068	0.2092734319
1069	0.2092472652
1070	0.2092185186
1071	0.2091925639
1072	0.2091769724
1073	0.2091490958
1074	0.2091230919
1075	0.2090976061
1076	0.2090706708
1077	0.2090480098
1078	0.2090091959
1079	0.2089857198
1080	0.2089566517
1081	0.2089372674
1082	0.2089163416
1083	0.2088939846
1084	0.2088666936
1085	0.208840344
1086	0.2088109623
1087	0.2087806999
1088	0.2087590109
1089	0.2087341069
1090	0.2086999319
1091	0.2086755679
1092	0.2086273242
1093	0.2085845199
1094	0.2085518532
1095	0.20853097
1096	0.2085063805
1097	0.2084793548
1098	0.2084602627
1099	0.2084360568
1100	0.2084080349
1101	0.2083810238
1102	0.2083530029
1103	0.2083321965
1104	0.2083007244
1105	0.2082736374
1106	0.2082555199
1107	0.2082403918
1108	0.2082080361
1109	0.2081816003
1110	0.2081558655
1111	0.2081148776
1112	0.2080985359
1113	0.2080734121
1114	0.2080614182
1115	0.2080302892
1116	0.2080010586
1117	0.2079734993
1118	0.2079483762
1119	0.2079212642
1120	0.2078993904
1121	0.2078721596
1122	0.2078338321
1123	0.2078044278
1124	0.2077836714
1125	0.2077612221
1126	0.2077305868
1127	0.2077011151
1128	0.2076747294
1129	0.207656124
1130	0.2076357256
1131	0.2076132846
1132	0.2075861306
1133	0.2075478519
1134	0.2075268598
1135	0.2075031642
1136	0.2074761885
1137	0.2074483941
1138	0.2074225397
1139	0.2073917595
1140	0.2073657105
1141	0.2073422228
1142	0.2073126093
1143	0.2072874416
1144	0.207260231
1145	0.2072408989
1146	0.207221109
1147	0.2071970149
1148	0.2071747808
1149	0.2071410877
1150	0.207110127
1151	0.2070750559
1152	0.2070465027
1153	0.2070238656
1154	0.2069983954
1155	0.2069792438
1156	0.2069594141
1157	0.2069355107
1158	0.206905698
1159	0.20688092
1160	0.2068535548
1161	0.2068131839
1162	0.2067833751
1163	0.2067601217
1164	0.2067317246
1165	0.2067067099
1166	0.2066802438
1167	0.2066546503
1168	0.2066419292
1169	0.2066216333
1170	0.2065996514
1171	0.2065817284
1172	0.206559474
1173	0.2065315021
1174	0.206507862
1175	0.206482095
1176	0.206452687
1177	0.2064209451
1178	0.2063979788
1179	0.2063733375
1180	0.2063465312
1181	0.2063221219
1182	0.206302534
1183	0.2062751759
1184	0.2062525094
1185	0.206227365
1186	0.206200906
1187	0.2061729721
1188	0.2061461904
1189	0.2061221115
1190	0.2060888872
1191	0.2060634318
1192	0.2060393507
1193	0.2060175807
1194	0.2059927852
1195	0.2059718223
1196	0.2059565556
1197	0.2059286662
1198	0.2059078808
1199	0.2058753834
1200	0.2058403165
1201	0.2058135804
1202	0.2057833401
1203	0.2057500788
1204	0.2057339273
1205	0.2057103381
1206	0.2056923705
1207	0.2056682362
1208	0.2056480188
1209	0.2056264743
1210	0.20560626
1211	0.2055942328
1212	0.2055714215
1213	0.2055457213
1214	0.205522062
1215	0.2054924314
1216	0.205458116
1217	0.2054391855
1218	0.2054141229
1219	0.2053959018
1220	0.2053721971
1221	0.2053578176
1222	0.2053412687
1223	0.2053166655
1224	0.2052951602
1225	0.205271585
1226	0.2052437327
1227	0.2052164313
1228	0.2051677685
1229	0.2051411679
1230	0.2051186058
1231	0.2050916893
1232	0.2050634482
1233	0.2050351028
1234	0.2050150184
1235	0.2049932233
1236	0.2049718585
1237	0.2049420486
1238	0.2049125851
1239	0.2048877785
1240	0.2048671113
1241	0.2048430137
1242	0.2048155039
1243	0.2047942846
1244	0.2047687337
1245	0.2047423768
1246	0.2047206921
1247	0.2046917954
1248	0.2046680788
1249	0.2046432796
1250	0.2046186351
1251	0.2045970681
1252	0.204577825
1253	0.2045486025
1254	0.2045243673
1255	0.2045012688
1256	0.2044765312
1257	0.2044544523
1258	0.2044272973
1259	0.2044065626
1260	0.2043818728
1261	0.2043594452
1262	0.2043057778
1263	0.2042827364
1264	0.204259568
1265	0.2042409972
1266	0.2042169935
1267	0.204193271
1268	0.2041739923
1269	0.2041495256
1270	0.2041230262
1271	0.2041063189
1272	0.2040827921
1273	0.204053138
1274	0.2040335829
1275	0.2040190151
1276	0.2039978194
1277	0.2039648655
1278	0.2039382396
1279	0.2039032833
1280	0.2038770843
1281	0.203852629
1282	0.203823783
1283	0.203805829
1284	0.2037787089
1285	0.2037557406
1286	0.2037334422
1287	0.2037121175
1288	0.2036817896
1289	0.2036591994
1290	0.2036375704
1291	0.2036168818
1292	0.2035862143
1293	0.2035657151
1294	0.2035353364
1295	0.2035127632
1296	0.2034900164
1297	0.2034671653
1298	0.2034562544
1299	0.2034344595
1300	0.2034103713
1301	0.2033727502
1302	0.2033446647
1303	0.2033227275
1304	0.2033006873
1305	0.20327509
1306	0.2032406306
1307	0.2032163414
1308	0.203196502
1309	0.2031583406
1310	0.2031375377
1311	0.2031072705
1312	0.2030875229
1313	0.20307309
1314	0.2030477154
1315	0.2030287073
1316	0.2030058657
1317	0.2029857113
1318	0.2029356673
1319	0.2029102958
1320	0.2028819357
1321	0.2028626603
1322	0.2028418145
1323	0.2028232696
1324	0.2028045823
1325	0.2027779394
1326	0.2027629625
1327	0.2027467574
1328	0.2027263547
1329	0.2027050067
1330	0.2026823086
1331	0.2026572524
1332	0.2026305027
1333	0.2026067346
1334	0.2025935428
1335	0.2025676816
1336	0.2025531069
1337	0.2025333534
1338	0.2025075512
1339	0.2024842646
1340	0.2024573477
1341	0.2024329829
1342	0.2024076534
1343	0.2023852562
1344	0.202368798
1345	0.2023488279
1346	0.2023250146
1347	0.2022980957
1348	0.2022719208
1349	0.2022510116
1350	0.2022237035
1351	0.2022151378
1352	0.2022020868
1353	0.2021766285
1354	0.2021513275
1355	0.2021254727
1356	0.2021019019
1357	0.2020786494
1358	0.2020524279
1359	0.2020307126
1360	0.2020161083
1361	0.2019924466
1362	0.2019783033
1363	0.2019467203
1364	0.2019072743
1365	0.2018802
1366	0.201862717
1367	0.2018411413
1368	0.201810324
1369	0.201793714
1370	0.2017740276
1371	0.2017545238
1372	0.2017322826
1373	0.2017112481
1374	0.2016994604
1375	0.2016765025
1376	0.2016590577
1377	0.2016360788
1378	0.2016126148
1379	0.2015916548
1380	0.2015640409
1381	0.2015452224
1382	0.2015213849
1383	0.2015030728
1384	0.2014824083
1385	0.2014739386
1386	0.2014550392
1387	0.2014441339
1388	0.201412411
1389	0.2013953906
1390	0.2013821521
1391	0.2013619447
1392	0.2013461061
1393	0.2013188459
1394	0.2012942299
1395	0.2012704009
1396	0.2012464532
1397	0.2012191427
1398	0.2011932655
1399	0.2011773961
1400	0.2011668993
1401	0.2011420863
1402	0.2011265722
1403	0.2011120929
1404	0.2010930618
1405	0.2010698194
1406	0.2010479683
1407	0.2010236821
1408	0.2010010013
1409	0.2009815684
1410	0.2009576507
1411	0.2009330641
1412	0.200913177
1413	0.2008910409
1414	0.2008694855
1415	0.2008410406
1416	0.2008200048
1417	0.2008061396
1418	0.2007925851
1419	0.2007636578
1420	0.2007139297
1421	0.2006912579
1422	0.2006694252
1423	0.2006520115
1424	0.2006236417
1425	0.200589866
1426	0.2005693802
1427	0.2005515796
1428	0.2005310854
1429	0.2005056963
1430	0.2004905293
1431	0.2004727851
1432	0.2004525731
1433	0.2004282536
1434	0.2004027195
1435	0.2003895858
1436	0.2003729586
1437	0.2003608361
1438	0.2003335233
1439	0.2003083612
1440	0.2002853314
1441	0.2002530774
1442	0.2002282834
1443	0.2002050883
1444	0.2001793278
1445	0.2001560479
1446	0.2001283486
1447	0.2001040876
1448	0.2000800348
1449	0.2000569558
1450	0.2000446771
1451	0.2000198498
1452	0.2000087256
1453	0.1999831746
1454	0.1999593408
1455	0.1999362358
1456	0.1999130237
1457	0.1998886637
1458	0.1998711114
1459	0.1998513316
1460	0.1998297254
1461	0.1998076927
1462	0.1997571492
1463	0.199723373
1464	0.1996987584
1465	0.1996775005
1466	0.199665141
1467	0.1996414634
1468	0.1996179414
1469	0.199597641
1470	0.1995857465
1471	0.1995635186
1472	0.199536367
1473	0.199512636
1474	0.1994895963
1475	0.1994625515
1476	0.1994393889
1477	0.1994058952
1478	0.1993834503
1479	0.1993576815
1480	0.1993359987
1481	0.1993261301
1482	0.199293383
1483	0.1992697451
1484	0.1992414334
1485	0.1992278894
1486	0.199205455
1487	0.199185845
1488	0.1991578198
1489	0.1991365728
1490	0.1991166123
1491	0.1991029081
1492	0.1990873038
1493	0.1990660737
1494	0.1990221002
1495	0.1989765556
1496	0.1989537142
1497	0.1989289203
1498	0.198910654
1499	0.1988883233
1500	0.1988723361
1501	0.1988445801
1502	0.1988245157
1503	0.1988030758
1504	0.198779301
1505	0.1987581497
1506	0.1987407028
1507	0.1987210842
1508	0.1986979559
1509	0.1986827499
1510	0.1986626771
1511	0.1986415397
1512	0.1986204357
1513	0.1986007132
